constructor_name,year,total_wins,total_podiums,total_points,total_races,avg_position,total_dnf,win_rate
JBW,1959,0,0,0.0,1,22.0,1,0.0
JBW,1960,0,0,0.0,3,14.333333333333334,3,0.0
JBW,1961,0,0,0.0,2,27.0,2,0.0
Jaguar,2000,0,0,4.0,34,12.617647058823529,28,0.0
Jaguar,2001,0,1,9.0,34,13.882352941176471,30,0.0
Jaguar,2002,0,1,8.0,34,13.058823529411764,32,0.0
Jaguar,2003,0,0,18.0,32,12.4375,29,0.0
Jaguar,2004,0,0,10.0,36,12.833333333333334,29,0.0
Jordan,1991,0,0,13.0,32,13.1875,25,0.0
Jordan,1992,0,0,1.0,32,18.96875,32,0.0
Jordan,1993,0,0,3.0,32,16.78125,30,0.0
Jordan,1994,0,1,28.0,32,13.90625,26,0.0
Jordan,1995,0,2,21.0,34,12.205882352941176,30,0.0
Jordan,1996,0,0,22.0,32,10.21875,22,0.0
Jordan,1997,0,3,33.0,34,11.0,19,0.0
Jordan,1998,1,3,34.0,32,10.9375,22,3.12
Jordan,1999,2,6,61.0,32,9.875,17,6.25
Jordan,2000,0,2,17.0,34,13.264705882352942,24,0.0
Jordan,2001,0,0,19.0,34,11.764705882352942,27,0.0
Jordan,2002,0,0,9.0,34,12.647058823529411,29,0.0
Jordan,2003,1,1,13.0,32,13.8125,31,3.12
Jordan,2004,0,0,5.0,36,14.722222222222221,36,0.0
Jordan,2005,0,1,12.0,38,13.868421052631579,37,0.0
Kauhsen,1979,0,0,0.0,2,27.5,2,0.0
Klenk,1954,0,0,0.0,1,14.0,1,0.0
Kojima,1976,0,0,0.0,1,11.0,1,0.0
Kojima,1977,0,0,0.0,2,16.5,2,0.0
Kurtis Kraft,1950,1,1,14.0,15,15.8,14,6.67
Kurtis Kraft,1951,1,4,19.0,17,14.235294117647058,13,5.88
Kurtis Kraft,1952,0,2,13.0,21,16.714285714285715,11,0.0
Kurtis Kraft,1953,1,4,24.0,32,14.125,22,3.12
Kurtis Kraft,1954,1,2,18.0,35,16.02857142857143,21,2.86
Kurtis Kraft,1955,1,4,21.0,23,14.565217391304348,12,4.35
Kurtis Kraft,1956,0,1,12.0,24,19.25,19,0.0
Kurtis Kraft,1957,0,0,5.0,22,18.40909090909091,16,0.0
Kurtis Kraft,1958,0,1,4.0,16,19.0625,11,0.0
Kurtis Kraft,1959,0,0,0.0,13,18.46153846153846,7,0.0
Kurtis Kraft,1960,0,0,0.0,8,21.875,7,0.0
Kuzma,1951,0,0,0.0,1,15.0,1,0.0
Kuzma,1952,1,1,8.0,1,1.0,0,100.0
Kuzma,1953,0,0,0.0,7,15.857142857142858,7,0.0
Kuzma,1954,0,1,6.0,4,9.75,3,0.0
Kuzma,1955,0,0,3.0,4,16.75,3,0.0
Kuzma,1956,0,0,0.0,6,16.5,5,0.0
Kuzma,1957,0,1,4.0,4,13.0,3,0.0
Kuzma,1958,0,0,0.0,5,19.8,4,0.0
Kuzma,1959,0,0,0.0,5,15.4,3,0.0
Kuzma,1960,0,0,0.0,2,12.5,0,0.0
LDS,1962,0,0,0.0,1,13.0,1,0.0
LDS,1963,0,0,0.0,2,15.5,2,0.0
LDS,1968,0,0,0.0,1,15.0,1,0.0
LDS-Alfa Romeo,1965,0,0,0.0,2,20.0,2,0.0
LDS-Climax,1965,0,0,0.0,1,23.0,1,0.0
LDS-Climax,1967,0,0,0.0,1,9.0,1,0.0
LEC,1977,0,0,0.0,5,21.8,5,0.0
Lambo,1991,0,0,0.0,32,28.125,32,0.0
Lancia,1954,0,0,1.0,2,19.5,2,0.0
Lancia,1955,0,1,8.0,9,10.333333333333334,8,0.0
Langley,1950,0,0,0.0,1,16.0,1,0.0
Larrousse,1987,0,0,3.0,18,13.555555555555555,18,0.0
Larrousse,1988,0,0,0.0,32,15.59375,32,0.0
Larrousse,1989,0,0,1.0,32,21.5,32,0.0
Larrousse,1990,0,1,11.0,32,14.875,28,0.0
Larrousse,1991,0,0,1.0,6,22.166666666666668,6,0.0
Larrousse,1992,0,0,1.0,32,17.875,32,0.0
Larrousse,1993,0,0,3.0,32,13.46875,32,0.0
Larrousse,1994,0,0,2.0,32,16.875,31,0.0
Lesovsky,1950,0,0,0.0,2,11.5,2,0.0
Lesovsky,1951,0,0,0.0,1,30.0,1,0.0
Lesovsky,1952,0,0,3.0,3,14.333333333333334,2,0.0
Lesovsky,1953,0,0,0.0,1,24.0,1,0.0
Lesovsky,1956,0,0,0.0,1,9.0,0,0.0
Lesovsky,1957,0,0,0.0,2,20.0,1,0.0
Lesovsky,1958,0,0,0.0,2,22.5,2,0.0
Lesovsky,1959,0,1,5.0,2,17.5,1,0.0
Lesovsky,1960,0,0,2.0,1,5.0,0,0.0
Leyton House,1990,0,1,7.0,32,17.96875,30,0.0
Leyton House,1991,0,0,1.0,32,16.9375,31,0.0
Life,1990,0,0,0.0,14,34.214285714285715,14,0.0
Ligier,1976,0,3,20.0,16,12.0625,11,0.0
Ligier,1977,1,2,18.0,18,11.38888888888889,15,5.56
Ligier,1978,0,2,19.0,16,8.1875,10,0.0
Ligier,1979,3,8,61.0,30,11.466666666666667,20,10.0
Ligier,1980,2,10,66.0,28,9.25,16,7.14
Ligier,1981,2,7,44.0,30,13.666666666666666,21,6.67
Ligier,1982,0,4,20.0,30,15.133333333333333,28,0.0
Ligier,1983,0,0,0.0,30,16.033333333333335,30,0.0
Ligier,1984,0,0,3.0,31,15.161290322580646,31,0.0
Ligier,1985,0,4,23.0,30,13.0,27,0.0
Ligier,1986,0,2,29.0,32,10.46875,27,0.0
Ligier,1987,0,0,1.0,30,15.966666666666667,30,0.0
Ligier,1988,0,0,0.0,32,20.5625,32,0.0
Ligier,1989,0,0,3.0,32,19.5625,32,0.0
Ligier,1990,0,0,0.0,32,14.5,32,0.0
Ligier,1991,0,0,0.0,32,15.4375,32,0.0
Ligier,1992,0,0,6.0,32,14.125,30,0.0
Ligier,1993,0,3,23.0,32,11.84375,29,0.0
Ligier,1994,0,2,13.0,32,10.8125,30,0.0
Ligier,1995,0,2,24.0,34,11.588235294117647,29,0.0
Ligier,1996,1,1,15.0,32,11.875,28,3.12
Lola,1962,0,2,19.0,18,13.277777777777779,16,0.0
Lola,1963,0,0,0.0,16,14.1875,16,0.0
Lola,1967,0,0,0.0,2,13.5,2,0.0
Lola,1968,0,0,0.0,1,10.0,0,0.0
Lola,1974,0,0,1.0,29,14.068965517241379,28,0.0
Lola,1975,0,0,0.0,7,14.571428571428571,7,0.0
Lola,1985,0,0,0.0,4,21.5,4,0.0
Lola,1986,0,0,6.0,32,16.1875,32,0.0
Lola,1991,0,0,1.0,26,21.192307692307693,26,0.0
Lola,1993,0,0,0.0,28,18.0,28,0.0
Lola,1997,0,0,0.0,2,23.5,2,0.0
Lotus,2010,0,0,0.0,38,18.13157894736842,38,0.0
Lotus,2011,0,0,0.0,38,17.81578947368421,36,0.0
Lotus F1,2012,1,10,303.0,40,9.15,10,2.5
Lotus F1,2013,1,14,315.0,38,8.526315789473685,10,2.63
Lotus F1,2014,0,0,10.0,38,15.157894736842104,32,0.0
Lotus F1,2015,0,1,78.0,38,12.526315789473685,23,0.0
Lotus-BRM,1962,0,0,1.0,14,20.0,14,0.0
Lotus-BRM,1963,0,0,4.0,34,14.205882352941176,34,0.0
Lotus-BRM,1964,0,0,3.0,25,14.24,25,0.0
Lotus-BRM,1965,0,0,2.0,20,12.55,20,0.0
Lotus-BRM,1966,1,1,13.0,20,11.2,19,5.0
Lotus-BRM,1967,0,1,6.0,8,12.375,8,0.0
Lotus-Borgward,1962,0,0,0.0,1,31.0,1,0.0
Lotus-Borgward,1963,0,0,0.0,1,26.0,1,0.0
Lotus-Climax,1961,3,5,44.0,69,16.81159420289855,60,4.35
Lotus-Climax,1962,3,4,42.0,65,13.96923076923077,59,4.62
Lotus-Climax,1963,7,9,74.0,36,12.277777777777779,28,19.44
Lotus-Climax,1964,3,5,49.0,26,8.307692307692308,21,11.54
Lotus-Climax,1965,6,7,64.0,28,10.535714285714286,19,21.43
Lotus-Climax,1966,0,1,8.0,8,7.75,8,0.0
Lotus-Climax,1967,0,0,0.0,1,9.0,1,0.0
Lotus-Ford,1963,0,0,0.0,1,14.0,1,0.0
Lotus-Ford,1965,0,0,0.0,2,26.0,2,0.0
Lotus-Ford,1967,4,6,50.0,22,9.272727272727273,15,18.18
Lotus-Ford,1968,5,9,75.0,36,9.305555555555555,27,13.89
Lotus-Ford,1969,2,7,59.0,46,9.08695652173913,36,4.35
Lotus-Ford,1971,0,3,25.0,21,11.619047619047619,14,0.0
Lotus-Maserati,1961,0,0,0.0,1,15.0,1,0.0
Lotus-Maserati,1963,0,0,0.0,1,33.0,1,0.0
Lotus-Pratt &amp; Whitney,1971,0,0,0.0,3,14.333333333333334,3,0.0
Lyncar,1974,0,0,0.0,1,31.0,1,0.0
Lyncar,1975,0,0,0.0,1,17.0,1,0.0
MBM,1961,0,0,0.0,1,30.0,1,0.0
MF1,2006,0,0,0.0,28,15.75,28,0.0
Maki,1974,0,0,0.0,2,32.0,2,0.0
Maki,1975,0,0,0.0,5,27.2,5,0.0
Maki,1976,0,0,0.0,1,26.0,1,0.0
Manor Marussia,2015,0,0,0.0,36,16.11111111111111,35,0.0
Manor Marussia,2016,0,0,1.0,42,17.61904761904762,40,0.0
March,1970,1,8,55.0,63,11.682539682539682,53,1.59
March,1972,0,1,15.0,64,14.234375,59,0.0
March,1973,0,2,14.0,42,14.976190476190476,38,0.0
March,1974,0,0,6.0,32,17.15625,28,0.0
March,1975,1,1,9.0,33,16.727272727272727,30,3.03
March,1976,1,1,19.0,55,16.054545454545455,46,1.82
March,1977,0,0,0.0,68,19.985294117647058,68,0.0
March,1981,0,0,0.0,20,21.55,20,0.0
March,1982,0,0,0.0,35,20.085714285714285,35,0.0
March,1987,0,0,1.0,16,15.875,16,0.0
March,1988,0,2,22.0,32,13.46875,25,0.0
March,1989,0,1,4.0,32,16.9375,31,0.0
March,1992,0,0,3.0,32,17.34375,32,0.0
March-Alfa Romeo,1971,0,0,0.0,10,15.2,10,0.0
March-Ford,1971,0,5,37.0,43,13.767441860465116,36,0.0
Marchese,1950,0,0,0.0,1,11.0,1,0.0
Marchese,1951,0,0,0.0,1,20.0,1,0.0
Martini,1978,0,0,0.0,8,17.375,8,0.0
Marussia,2012,0,0,0.0,40,18.05,36,0.0
Marussia,2013,0,0,0.0,38,17.894736842105264,33,0.0
Marussia,2014,0,0,2.0,31,16.806451612903224,29,0.0
Maserati,1950,0,1,11.0,35,13.342857142857143,35,0.0
Maserati,1951,0,0,0.0,14,18.357142857142858,14,0.0
Maserati,1952,0,1,8.5,25,16.08,24,0.0
Maserati,1953,1,9,65.5,45,9.577777777777778,39,2.22
Maserati,1954,2,5,46.14,67,11.791044776119403,63,2.99
Maserati,1955,0,3,23.0,51,10.509803921568627,49,0.0
Maserati,1956,2,11,72.0,69,9.927536231884059,61,2.9
Maserati,1957,4,10,78.0,61,9.98360655737705,50,6.56
Maserati,1958,0,0,9.0,53,13.49056603773585,51,0.0
Maserati,1959,0,0,0.0,9,15.555555555555555,9,0.0
Maserati,1960,0,0,0.0,7,17.142857142857142,7,0.0
Matra,1967,0,0,0.0,4,17.5,4,0.0
Matra,1968,0,1,8.0,12,10.583333333333334,11,0.0
Matra,1970,0,3,24.0,26,9.307692307692308,20,0.0
Matra,1971,0,1,10.0,17,10.529411764705882,13,0.0
Matra,1972,0,1,12.0,12,10.416666666666666,10,0.0
Matra-Ford,1968,3,5,45.0,16,6.1875,12,18.75
Matra-Ford,1969,6,10,85.0,24,5.291666666666667,13,25.0
McGuire,1977,0,0,0.0,1,35.0,1,0.0
McLaren,1968,0,0,0.0,2,10.5,2,0.0
McLaren,1971,0,1,13.0,27,14.148148148148149,23,0.0
McLaren,1972,1,11,66.0,25,6.68,10,4.0
McLaren,1973,3,8,68.0,35,8.742857142857142,21,8.57
McLaren,1974,4,10,87.0,46,9.326086956521738,29,8.7
McLaren,1975,3,10,65.0,29,10.172413793103448,15,10.34
McLaren,1976,6,10,88.0,32,8.6875,16,18.75
McLaren,1977,3,7,65.0,52,13.153846153846153,39,5.77
McLaren,1978,0,1,16.0,55,14.981818181818182,47,0.0
McLaren,1979,0,1,15.0,30,13.5,26,0.0
McLaren,1980,0,0,11.0,28,13.571428571428571,24,0.0
McLaren,1981,1,4,28.0,30,12.333333333333334,22,3.33
McLaren,1982,4,8,69.0,29,8.827586206896552,17,13.79
McLaren,1983,1,5,34.0,30,13.8,25,3.33
McLaren,1984,12,18,143.5,32,6.6875,12,37.5
McLaren,1985,6,12,90.0,31,8.483870967741936,18,19.35
McLaren,1986,4,12,96.0,32,8.71875,17,12.5
McLaren,1987,3,12,76.0,32,8.65625,18,9.38
McLaren,1988,15,25,199.0,32,3.71875,5,46.88
McLaren,1989,10,18,141.0,32,7.3125,12,31.25
McLaren,1990,6,18,121.0,32,7.25,10,18.75
McLaren,1991,8,18,139.0,32,7.46875,10,25.0
McLaren,1992,5,12,99.0,32,10.40625,15,15.62
McLaren,1993,5,9,84.0,32,11.53125,21,15.62
McLaren,1994,0,8,42.0,32,12.25,21,0.0
McLaren,1995,0,2,30.0,34,12.823529411764707,29,0.0
McLaren,1996,0,6,49.0,32,8.8125,18,0.0
McLaren,1997,3,7,63.0,34,10.382352941176471,19,8.82
McLaren,1998,9,20,156.0,32,5.625,10,28.12
McLaren,1999,7,16,124.0,32,7.75,12,21.88
McLaren,2000,7,22,162.0,34,5.0,8,20.59
McLaren,2001,4,13,102.0,34,8.264705882352942,13,11.76
McLaren,2002,1,10,65.0,34,9.382352941176471,18,2.94
McLaren,2003,2,13,142.0,32,7.09375,9,6.25
McLaren,2004,1,4,69.0,36,10.472222222222221,23,2.78
McLaren,2005,10,18,182.0,38,6.842105263157895,12,26.32
McLaren,2006,0,9,110.0,36,9.5,14,0.0
McLaren,2007,8,24,218.0,34,3.9705882352941178,4,23.53
McLaren,2008,6,13,151.0,36,6.555555555555555,8,16.67
McLaren,2009,2,5,71.0,34,10.411764705882353,14,5.88
McLaren,2010,5,16,454.0,38,6.394736842105263,7,13.16
McLaren,2011,6,18,497.0,38,5.842105263157895,5,15.79
McLaren,2012,7,13,378.0,40,9.075,11,17.5
McLaren,2013,0,0,122.0,38,9.631578947368421,8,0.0
McLaren,2014,0,2,181.0,38,8.947368421052632,13,0.0
McLaren,2015,0,0,27.0,38,14.473684210526315,30,0.0
McLaren,2016,0,0,76.0,42,12.714285714285714,29,0.0
McLaren,2017,0,0,30.0,40,13.85,34,0.0
McLaren,2018,0,0,62.0,42,12.761904761904763,32,0.0
McLaren,2019,0,1,145.0,42,10.69047619047619,24,0.0
McLaren,2020,0,2,202.0,34,8.617647058823529,12,0.0
McLaren,2021,1,5,274.0,44,7.795454545454546,16,2.27
McLaren,2022,0,1,150.0,44,10.636363636363637,12,0.0
McLaren,2023,0,9,266.0,44,9.454545454545455,12,0.0
McLaren,2024,6,21,609.0,48,4.708333333333333,1,12.5
McLaren-Alfa Romeo,1970,0,0,0.0,11,18.454545454545453,11,0.0
McLaren-BRM,1967,0,0,3.0,6,11.5,6,0.0
McLaren-BRM,1968,0,0,3.0,8,13.375,8,0.0
McLaren-Ford,1966,0,0,2.0,3,10.0,3,0.0
McLaren-Ford,1967,0,0,0.0,2,7.0,2,0.0
McLaren-Ford,1968,3,6,56.0,23,7.782608695652174,17,13.04
McLaren-Ford,1969,1,5,49.0,29,8.137931034482758,24,3.45
McLaren-Ford,1970,0,5,36.0,30,10.6,22,0.0
McLaren-Serenissima,1966,0,0,1.0,2,11.0,2,0.0
Mercedes,1954,4,7,60.14,18,6.222222222222222,12,22.22
Mercedes,1955,5,10,79.0,24,7.375,14,20.83
Mercedes,2010,0,3,214.0,38,9.157894736842104,11,0.0
Mercedes,2011,0,0,165.0,38,10.421052631578947,18,0.0
Mercedes,2012,1,3,142.0,40,12.575,13,2.5
Mercedes,2013,3,9,360.0,38,6.684210526315789,5,7.89
Mercedes,2014,16,31,701.0,38,4.2105263157894735,6,42.11
Mercedes,2015,16,32,703.0,38,3.210526315789474,3,42.11
Mercedes,2016,19,33,765.0,42,3.4761904761904763,3,45.24
Mercedes,2017,12,26,668.0,40,3.175,2,30.0
Mercedes,2018,11,25,655.0,42,3.857142857142857,4,26.19
Mercedes,2019,15,32,739.0,42,3.238095238095238,3,35.71
Mercedes,2020,13,25,573.0,34,3.735294117647059,2,38.24
Mercedes,2021,9,28,604.5,44,5.409090909090909,6,20.45
Mercedes,2022,1,17,495.0,44,5.5227272727272725,5,2.27
Mercedes,2023,0,8,374.0,44,7.136363636363637,6,0.0
Mercedes,2024,4,9,433.0,48,6.854166666666667,5,8.33
Merzario,1978,0,0,0.0,17,23.41176470588235,17,0.0
Merzario,1979,0,0,0.0,15,26.0,15,0.0
Meskowski,1960,0,0,0.0,2,12.0,1,0.0
Milano,1950,0,0,0.0,1,27.0,1,0.0
Minardi,1985,0,0,0.0,15,17.266666666666666,15,0.0
Minardi,1986,0,0,0.0,31,19.129032258064516,31,0.0
Minardi,1987,0,0,0.0,32,19.40625,32,0.0
Minardi,1988,0,0,1.0,32,18.1875,32,0.0
Minardi,1989,0,0,6.0,32,17.28125,32,0.0
Minardi,1990,0,0,0.0,32,18.96875,32,0.0
Minardi,1991,0,0,6.0,32,14.6875,31,0.0
Minardi,1992,0,0,1.0,32,17.5625,32,0.0
Minardi,1993,0,0,7.0,32,13.59375,32,0.0
Minardi,1994,0,0,5.0,32,14.6875,32,0.0
Minardi,1995,0,0,1.0,34,13.970588235294118,33,0.0
Minardi,1996,0,0,0.0,32,14.75,32,0.0
Minardi,1997,0,0,0.0,34,15.941176470588236,34,0.0
Minardi,1998,0,0,0.0,32,14.59375,32,0.0
Minardi,1999,0,0,1.0,32,13.84375,30,0.0
Minardi,2000,0,0,0.0,34,13.911764705882353,33,0.0
Minardi,2001,0,0,0.0,34,15.5,34,0.0
Minardi,2002,0,0,2.0,32,14.96875,32,0.0
Minardi,2003,0,0,0.0,32,14.0625,32,0.0
Minardi,2004,0,0,1.0,36,16.083333333333332,36,0.0
Minardi,2005,0,0,7.0,38,15.289473684210526,38,0.0
Moore,1950,0,0,0.0,1,6.0,1,0.0
Moore,1951,0,0,0.0,1,6.0,0,0.0
Moore,1959,0,0,0.0,1,12.0,0,0.0
Nichels,1950,0,0,0.0,1,9.0,1,0.0
Nichels,1954,0,0,0.0,3,24.0,3,0.0
OSCA,1951,0,0,0.0,1,9.0,1,0.0
OSCA,1952,0,0,0.0,1,24.0,1,0.0
OSCA,1953,0,0,0.0,4,17.75,4,0.0
OSCA,1958,0,0,0.0,2,24.5,2,0.0
Olson,1950,0,0,0.0,1,23.0,1,0.0
Onyx,1989,0,1,6.0,32,24.15625,31,0.0
Onyx,1990,0,0,0.0,20,21.7,20,0.0
Osella,1980,0,0,0.0,14,20.642857142857142,14,0.0
Osella,1981,0,0,0.0,30,22.466666666666665,30,0.0
Osella,1982,0,0,3.0,24,21.958333333333332,24,0.0
Osella,1983,0,0,0.0,30,22.433333333333334,30,0.0
Osella,1984,0,0,2.0,24,17.5,24,0.0
Osella,1985,0,0,0.0,15,15.533333333333333,15,0.0
Osella,1986,0,0,0.0,32,19.78125,32,0.0
Osella,1987,0,0,0.0,19,19.63157894736842,19,0.0
Osella,1988,0,0,0.0,16,23.1875,16,0.0
Osella,1989,0,0,0.0,32,28.4375,32,0.0
Osella,1990,0,0,0.0,16,22.0,16,0.0
Pacific,1994,0,0,0.0,32,25.71875,32,0.0
Pacific,1995,0,0,0.0,34,18.205882352941178,34,0.0
Pankratz,1954,0,0,0.0,1,17.0,1,0.0
Pankratz,1955,0,0,0.0,1,33.0,1,0.0
Parnelli,1974,0,0,0.0,2,16.5,2,0.0
Parnelli,1975,0,0,5.0,12,14.416666666666666,9,0.0
Parnelli,1976,0,0,1.0,2,10.5,2,0.0
Pawl,1951,0,0,0.0,1,16.0,1,0.0
Pawl,1954,0,0,0.0,2,22.0,2,0.0
Pawl,1955,0,0,0.0,1,22.0,1,0.0
Penske,1974,0,0,0.0,2,16.0,2,0.0
Penske,1975,0,0,2.0,10,12.2,9,0.0
Penske,1976,1,3,20.0,17,11.176470588235293,12,5.88
Penske,1977,0,0,1.0,17,16.470588235294116,16,0.0
Phillips,1954,0,0,0.0,1,7.0,0,0.0
Phillips,1955,0,0,0.0,1,15.0,1,0.0
Phillips,1956,0,1,4.0,1,3.0,0,0.0
Phillips,1957,0,0,0.0,1,9.0,0,0.0
Phillips,1958,0,0,0.0,1,7.0,0,0.0
Phillips,1959,0,0,0.0,1,24.0,1,0.0
Phillips,1960,0,0,3.0,1,4.0,0,0.0
Politoys,1972,0,0,0.0,1,24.0,1,0.0
Porsche,1957,0,0,0.0,3,14.333333333333334,3,0.0
Porsche,1958,0,0,0.0,3,12.0,2,0.0
Porsche,1959,0,0,0.0,4,13.0,4,0.0
Porsche,1960,0,0,1.0,2,6.5,2,0.0
Porsche,1961,0,3,24.0,28,11.928571428571429,20,0.0
Porsche,1962,1,2,20.0,30,12.433333333333334,26,3.33
Porsche,1963,0,0,5.0,13,15.076923076923077,12,0.0
Porsche,1964,0,0,0.0,1,17.0,1,0.0
Prost,1997,0,2,21.0,34,11.205882352941176,20,0.0
Prost,1998,0,0,1.0,32,14.09375,32,0.0
Prost,1999,0,1,9.0,32,12.71875,24,0.0
Prost,2000,0,0,0.0,33,15.878787878787879,33,0.0
Prost,2001,0,0,4.0,34,12.558823529411764,32,0.0
Protos,1967,0,0,0.0,2,17.5,2,0.0
RAM,1983,0,0,0.0,15,25.466666666666665,15,0.0
RAM,1984,0,0,0.0,31,18.096774193548388,31,0.0
RAM,1985,0,0,0.0,25,19.0,25,0.0
RB F1 Team,2024,0,0,40.0,48,13.291666666666666,29,0.0
RE,1965,0,0,0.0,1,29.0,1,0.0
Racing Point,2019,0,0,73.0,42,11.785714285714286,28,0.0
Racing Point,2020,1,4,210.0,34,9.205882352941176,12,2.94
Rae,1950,0,0,0.0,1,22.0,1,0.0
Rebaque,1979,0,0,0.0,3,24.0,3,0.0
Red Bull,2005,0,0,34.0,38,11.473684210526315,23,0.0
Red Bull,2006,0,1,16.0,36,13.277777777777779,30,0.0
Red Bull,2007,0,1,24.0,34,13.441176470588236,21,0.0
Red Bull,2008,0,1,29.0,36,11.61111111111111,15,0.0
Red Bull,2009,6,16,153.5,34,7.029411764705882,9,17.65
Red Bull,2010,9,20,498.0,38,6.026315789473684,6,23.68
Red Bull,2011,12,27,650.0,38,3.473684210526316,2,31.58
Red Bull,2012,7,14,460.0,40,6.475,6,17.5
Red Bull,2013,13,24,596.0,38,4.815789473684211,5,34.21
Red Bull,2014,3,12,405.0,38,6.7368421052631575,6,7.89
Red Bull,2015,0,3,187.0,38,9.0,22,0.0
Red Bull,2016,2,16,468.0,42,5.738095238095238,6,4.76
Red Bull,2017,3,13,368.0,40,8.65,14,7.5
Red Bull,2018,4,13,419.0,42,7.642857142857143,12,9.52
Red Bull,2019,3,9,417.0,42,6.261904761904762,9,7.14
Red Bull,2020,2,13,319.0,34,7.705882352941177,9,5.88
Red Bull,2021,11,23,578.5,44,5.840909090909091,8,25.0
Red Bull,2022,17,28,724.0,44,4.454545454545454,5,38.64
Red Bull,2023,21,30,790.0,44,3.5681818181818183,3,47.73
Red Bull,2024,9,18,537.0,48,6.625,9,18.75
Renault,1977,0,0,0.0,5,20.4,5,0.0
Renault,1978,0,0,3.0,14,16.0,13,0.0
Renault,1979,1,4,26.0,30,15.5,26,3.33
Renault,1980,3,4,38.0,27,12.703703703703704,22,11.11
Renault,1981,3,7,54.0,30,12.633333333333333,20,10.0
Renault,1982,4,8,62.0,32,12.03125,22,12.5
Renault,1983,4,11,79.0,30,9.466666666666667,17,13.33
Renault,1984,0,5,34.0,32,11.71875,27,0.0
Renault,1985,0,2,16.0,31,13.32258064516129,29,0.0
Renault,2002,0,0,23.0,34,10.911764705882353,25,0.0
Renault,2003,1,5,88.0,32,9.09375,15,3.12
Renault,2004,1,6,105.0,36,7.833333333333333,12,2.78
Renault,2005,8,18,191.0,38,6.131578947368421,12,21.05
Renault,2006,8,19,206.0,36,4.916666666666667,4,22.22
Renault,2007,0,1,51.0,34,9.5,16,0.0
Renault,2008,2,4,80.0,36,10.25,15,5.56
Renault,2009,0,1,26.0,34,12.411764705882353,18,0.0
Renault,2010,0,3,163.0,38,10.973684210526315,17,0.0
Renault,2011,0,2,73.0,38,12.657894736842104,25,0.0
Renault,2016,0,0,8.0,42,15.523809523809524,36,0.0
Renault,2017,0,0,57.0,40,13.25,30,0.0
Renault,2018,0,0,122.0,42,11.071428571428571,25,0.0
Renault,2019,0,0,91.0,42,11.976190476190476,27,0.0
Renault,2020,0,3,181.0,34,8.941176470588236,13,0.0
Rial,1988,0,0,3.0,16,16.375,16,0.0
Rial,1989,0,0,3.0,32,28.4375,32,0.0
Sauber,1993,0,0,12.0,32,13.71875,32,0.0
Sauber,1994,0,0,12.0,31,15.870967741935484,29,0.0
Sauber,1995,0,1,18.0,34,11.794117647058824,32,0.0
Sauber,1996,0,1,11.0,32,11.65625,28,0.0
Sauber,1997,0,1,16.0,34,10.941176470588236,21,0.0
Sauber,1998,0,1,10.0,32,11.34375,27,0.0
Sauber,1999,0,0,5.0,32,13.96875,25,0.0
Sauber,2000,0,0,6.0,34,11.882352941176471,29,0.0
Sauber,2001,0,1,21.0,34,11.441176470588236,26,0.0
Sauber,2002,0,0,11.0,34,10.617647058823529,30,0.0
Sauber,2003,0,1,19.0,32,12.125,26,0.0
Sauber,2004,0,0,34.0,36,9.722222222222221,22,0.0
Sauber,2005,0,0,20.0,38,11.263157894736842,28,0.0
Sauber,2010,0,0,44.0,38,15.078947368421053,24,0.0
Sauber,2011,0,0,44.0,38,13.447368421052632,28,0.0
Sauber,2012,0,4,126.0,40,12.55,13,0.0
Sauber,2013,0,0,57.0,38,12.710526315789474,15,0.0
Sauber,2014,0,0,0.0,38,16.210526315789473,35,0.0
Sauber,2015,0,0,36.0,38,12.552631578947368,25,0.0
Sauber,2016,0,0,2.0,42,15.928571428571429,41,0.0
Sauber,2017,0,0,5.0,40,15.1,37,0.0
Sauber,2018,0,0,48.0,42,12.785714285714286,31,0.0
Sauber,2024,0,0,4.0,48,15.666666666666666,37,0.0
Scarab,1960,0,0,0.0,9,18.666666666666668,9,0.0
Schroeder,1951,0,0,2.0,2,14.5,1,0.0
Schroeder,1953,0,0,0.0,1,14.0,1,0.0
Schroeder,1954,0,0,0.0,4,28.0,4,0.0
Schroeder,1955,0,0,0.0,1,20.0,1,0.0
Scirocco,1963,0,0,0.0,14,20.142857142857142,14,0.0
Scirocco,1964,0,0,0.0,3,19.666666666666668,3,0.0
Shadow,1973,0,2,9.0,38,15.473684210526315,34,0.0
Shadow,1974,0,1,7.0,28,15.607142857142858,24,0.0
Shadow,1976,0,1,10.0,33,11.696969696969697,27,0.0
Shadow,1977,1,2,24.0,34,13.147058823529411,27,2.94
Shadow,1978,0,0,6.0,34,18.176470588235293,34,0.0
Shadow,1979,0,0,3.0,30,15.366666666666667,29,0.0
Shadow,1980,0,0,0.0,14,24.857142857142858,14,0.0
Shadow-Ford,1975,0,1,9.5,26,14.0,21,0.0
Shadow-Matra,1975,0,0,0.0,2,19.5,2,0.0
Shannon,1966,0,0,0.0,1,20.0,1,0.0
Sherman,1951,0,0,3.0,1,4.0,0,0.0
Sherman,1952,0,0,0.0,1,15.0,1,0.0
Simca,1950,0,0,3.0,5,15.8,5,0.0
Simca,1951,0,0,0.0,13,13.307692307692308,13,0.0
Simca,1952,0,0,2.0,9,15.666666666666666,9,0.0
Simca,1953,0,0,0.0,2,17.0,2,0.0
