raceId,driverId,total_stops,avg_stop_time,min_stop_time,total_pit_time
874,818,2,21.98,21.431,43.959
874,819,2,31.924,21.343,63.848
875,1,3,19.954,19.447,59.862
875,4,2,20.01,19.93,40.02
875,5,2,21.693,21.489,43.385
875,8,2,20.612,20.211,41.223
875,10,2,21.414,20.494,42.828
875,13,2,20.731,20.607,41.462
875,17,2,19.714,19.616,39.427
875,20,2,19.816,19.801,39.631
875,30,2,20.182,20.087,40.363
875,39,1,22.749,22.749,22.749
875,154,2,21.308,20.935,42.616
875,155,2,23.495,13.986,46.989
875,807,2,21.554,20.982,43.107
875,808,2,21.929,21.581,43.859
875,811,2,22.35,21.886,44.699
875,813,1,21.137,21.137,21.137
875,814,2,20.511,20.218,41.023
875,815,2,22.588,20.767,45.175
875,817,2,20.478,20.151,40.955
875,818,2,21.026,20.865,42.053
875,819,2,21.66,21.302,43.321
876,1,1,20.852,20.852,20.852
876,3,1,21.49,21.49,21.49
876,4,1,20.8,20.8,20.8
876,5,1,22.967,22.967,22.967
876,8,1,21.404,21.404,21.404
876,10,1,27.303,27.303,27.303
876,13,1,21.1,21.1,21.1
876,17,1,20.808,20.808,20.808
876,18,1,21.509,21.509,21.509
876,20,1,20.707,20.707,20.707
876,30,2,23.179,21.322,46.358
876,37,1,23.83,23.83,23.83
876,39,1,24.544,24.544,24.544
876,154,1,20.976,20.976,20.976
876,155,1,22.726,22.726,22.726
876,807,1,21.654,21.654,21.654
876,808,1,22.445,22.445,22.445
876,811,1,22.047,22.047,22.047
876,813,2,25.028,22.003,50.056
876,814,1,23.948,23.948,23.948
876,815,2,22.922,21.336,45.844
876,817,1,22.637,22.637,22.637
876,818,2,23.378,21.658,46.755
876,819,1,22.692,22.692,22.692
877,3,1,29.277,29.277,29.277
877,4,1,19.368,19.368,19.368
877,5,1,23.032,23.032,23.032
877,8,1,20.278,20.278,20.278
877,10,1,19.884,19.884,19.884
877,13,1,19.585,19.585,19.585
877,17,1,19.066,19.066,19.066
877,18,1,19.455,19.455,19.455
877,20,2,22.44,19.918,44.88
877,30,2,20.486,19.701,40.971
877,37,1,22.272,22.272,22.272
877,154,2,23.537,21.017,47.074
877,155,1,19.529,19.529,19.529
877,808,1,20.769,20.769,20.769
877,811,1,22.587,22.587,22.587
877,813,1,20.723,20.723,20.723
877,814,3,22.255,19.829,66.764
877,815,3,26.592,19.486,79.775
877,817,2,20.676,20.122,41.353
877,818,2,20.102,19.885,40.204
877,819,1,21.941,21.941,21.941
878,1,1,20.814,20.814,20.814
878,3,1,21.346,21.346,21.346
878,4,1,24.439,24.439,24.439
878,5,1,22.713,22.713,22.713
878,8,1,24.84,24.84,24.84
878,10,1,23.092,23.092,23.092
878,13,1,21.52,21.52,21.52
878,18,1,21.445,21.445,21.445
878,20,1,20.904,20.904,20.904
878,30,2,21.78,21.297,43.56
878,37,1,24.798,24.798,24.798
878,39,1,24.497,24.497,24.497
878,154,1,21.19,21.19,21.19
878,155,1,24.079,24.079,24.079
878,807,1,22.099,22.099,22.099
878,808,1,22.762,22.762,22.762
878,811,1,22.143,22.143,22.143
878,813,1,22.342,22.342,22.342
878,814,2,22.471,22.444,44.942
878,815,1,22.079,22.079,22.079
878,817,1,22.651,22.651,22.651
878,819,1,22.379,22.379,22.379
879,1,2,23.008,21.606,46.016
879,3,4,25.214,21.806,100.854
879,4,3,22.445,21.862,67.334
879,5,5,25.858,21.849,129.292
879,8,3,25.527,21.541,76.581
879,10,4,23.263,21.442,93.053
879,13,3,22.234,21.68,66.703
879,17,3,21.788,21.006,65.365
879,18,2,21.503,21.456,43.006
879,20,4,23.3,20.997,93.201
879,30,4,23.134,21.827,92.536
879,37,4,25.561,24.51,102.245
879,39,4,26.239,23.625,104.957
879,155,3,28.114,24.254,84.343
879,807,3,19.242,14.128,57.725
879,808,3,24.395,22.702,73.185
879,814,3,24.03,21.364,72.089
879,817,5,22.072,21.182,110.36
879,818,4,22.925,21.302,91.701
879,819,3,23.418,22.746,70.255
880,1,3,21.983,21.778,65.948
880,3,1,22.274,22.274,22.274
880,4,3,21.701,21.606,65.102
880,8,2,22.445,22.181,44.89
880,13,3,21.591,21.509,64.774
880,16,2,22.721,22.693,45.442
880,17,3,22.491,21.515,67.472
880,18,3,22.464,21.538,67.391
880,20,3,22.036,21.596,66.107
880,154,3,22.302,22.133,66.906
880,813,1,23.099,23.099,23.099
880,814,2,23.03,23.01,46.061
880,815,3,22.462,21.705,67.386
880,817,2,23.806,23.435,47.612
880,818,3,23.641,23.074,70.922
880,819,2,23.452,23.394,46.903
880,820,3,30.117,22.948,90.35
880,821,2,22.316,22.315,44.631
880,822,3,23.601,23.215,70.803
880,823,3,23.952,23.834,71.855
880,824,3,23.142,22.669,69.427
881,1,4,22.304,21.271,89.218
881,3,4,21.606,21.079,86.423
881,8,3,23.495,21.903,70.485
881,13,4,21.642,20.97,86.569
881,16,1,37.833,37.833,37.833
881,17,4,20.849,20.736,83.396
881,18,2,21.738,21.028,43.476
881,20,4,21.178,20.757,84.713
881,154,3,22.101,21.812,66.302
881,807,4,22.63,21.699,90.522
881,813,3,26.667,22.703,80.001
881,814,1,43.713,43.713,43.713
881,815,4,21.295,20.894,85.181
881,817,3,22.271,22.008,66.812
881,818,3,30.852,21.638,92.556
881,819,4,29.165,23.373,116.66
881,820,4,24.355,22.115,97.419
881,821,4,22.977,22.394,91.908
881,822,3,25.314,22.937,75.942
881,823,4,23.455,22.706,93.82
881,824,4,23.663,22.017,94.653
882,1,3,20.188,19.6,60.563
882,3,3,21.64,19.894,64.92
882,4,3,20.417,19.719,61.252
882,8,3,20.659,20.464,61.976
882,13,3,20.076,19.449,60.229
882,17,2,24.121,21.287,48.243
882,18,2,19.88,19.862,39.76
882,20,3,19.866,19.323,59.598
882,154,3,20.159,20.083,60.478
882,807,3,21.041,19.957,63.122
882,813,3,21.098,20.794,63.293
882,814,3,20.25,19.831,60.749
882,815,2,20.111,19.969,40.222
882,817,3,21.87,20.303,65.611
882,818,3,20.643,20.235,61.928
882,819,3,21.581,21.265,64.742
882,820,3,23.768,21.063,71.305
882,822,3,21.774,21.49,65.321
882,823,3,20.905,20.743,62.715
882,824,3,22.185,20.625,66.556
883,1,3,21.705,21.444,65.116
883,3,4,21.504,21.183,86.018
883,4,4,21.701,21.123,86.803
883,8,2,22.219,21.723,44.438
883,13,4,23.178,21.569,92.713
883,16,3,23.68,22.199,71.04
883,17,3,21.35,21.031,64.05
883,18,4,21.978,21.23,87.913
883,20,3,21.619,21.29,64.856
883,154,3,22.59,21.556,67.769
883,807,3,22.29,21.656,66.87
883,813,3,22.486,22.066,67.459
883,814,2,22.242,22.009,44.484
883,815,3,21.317,21.161,63.951
883,817,3,22.393,22.028,67.18
883,818,1,41.485,41.485,41.485
883,819,3,22.917,22.576,68.751
883,820,4,23.86,22.552,95.442
883,821,4,23.696,21.997,94.783
883,822,3,24.991,22.729,74.974
883,823,5,23.86,22.252,119.301
883,824,4,23.6,22.817,94.4
884,1,4,20.327,19.457,81.307
884,3,3,19.599,19.352,58.798
884,4,4,19.213,18.471,76.851
884,8,3,19.968,19.743,59.905
884,13,4,19.298,19.001,77.19
884,16,3,20.943,19.591,62.828
884,17,4,19.23,18.931,76.92
884,18,3,19.099,18.81,57.296
884,20,4,18.89,18.606,75.559
884,807,6,22.501,19.402,135.005
884,813,5,19.427,13.266,97.133
884,814,4,19.928,19.481,79.71
884,815,4,19.922,19.25,79.687
884,817,4,19.812,19.498,79.25
884,818,4,23.886,19.772,95.545
884,819,3,20.935,20.734,62.806
884,820,3,22.739,21.34,68.216
884,821,4,20.384,19.324,81.538
884,822,3,20.537,19.908,61.612
884,823,2,21.858,21.686,43.715
884,824,4,22.596,19.83,90.384
885,1,1,24.801,24.801,24.801
885,3,1,25.2,25.2,25.2
885,4,1,24.489,24.489,24.489
885,8,2,24.772,24.42,49.545
885,13,1,25.331,25.331,25.331
885,16,1,25.274,25.274,25.274
885,17,1,24.316,24.316,24.316
885,18,1,24.585,24.585,24.585
885,20,1,24.375,24.375,24.375
885,154,2,32.272,24.565,64.545
885,807,1,24.974,24.974,24.974
885,813,2,33.326,26.146,66.653
885,814,1,25.643,25.643,25.643
885,815,1,24.672,24.672,24.672
885,817,1,25.225,25.225,25.225
885,818,1,24.827,24.827,24.827
885,820,3,23.696,19.553,71.088
885,821,2,25.645,25.364,51.29
885,822,1,29.063,29.063,29.063
885,823,3,28.879,25.676,86.638
885,824,2,25.156,25.098,50.313
886,1,2,20.768,20.656,41.535
886,3,3,21.139,20.832,63.416
886,4,2,20.574,20.512,41.148
886,8,1,25.182,25.182,25.182
886,13,2,20.422,20.372,40.845
886,16,3,19.426,14.489,58.278
886,17,2,21.712,20.716,43.425
886,18,1,20.212,20.212,20.212
886,20,2,20.867,20.835,41.733
886,154,2,21.217,20.859,42.433
886,807,2,21.318,21.014,42.637
886,813,3,20.213,14.446,60.64
886,814,1,21.066,21.066,21.066
886,815,2,20.616,20.427,41.232
886,817,2,21.269,21.223,42.538
886,818,2,21.319,20.739,42.639
886,819,2,22.108,22.033,44.217
886,820,1,21.374,21.374,21.374
886,821,2,21.77,21.524,43.541
886,822,2,23.33,22.242,46.66
886,823,4,24.482,22.039,97.928
886,824,1,21.378,21.378,21.378
887,1,2,26.83,24.635,53.661
887,3,3,25.106,24.893,75.319
887,4,3,24.793,24.572,74.379
887,8,2,24.71,24.428,49.42
887,13,4,27.29,24.4,109.162
887,16,2,24.982,24.807,49.965
887,17,3,26.901,24.473,80.702
887,18,2,24.551,24.357,49.102
887,20,2,24.126,24.092,48.251
887,154,3,25.129,24.725,75.387
887,807,3,26.934,24.863,80.803
887,813,2,25.26,25.244,50.519
887,814,3,27.835,25.004,83.504
887,815,2,24.812,24.596,49.624
887,817,2,27.838,26.229,55.675
887,818,2,27.868,26.317,55.735
887,819,2,26.281,26.191,52.562
887,820,2,25.866,25.701,51.732
887,821,4,27.098,25.087,108.394
887,822,2,31.041,30.231,62.082
887,823,3,26.24,25.814,78.72
887,824,2,25.828,25.729,51.656
888,1,3,19.375,19.316,58.124
888,3,3,20.527,19.684,61.581
888,4,3,19.738,19.476,59.214
888,8,3,19.765,19.378,59.296
888,16,3,20.638,19.91,61.913
888,17,2,19.956,19.921,39.912
888,18,2,20.252,19.692,40.504
888,20,3,19.379,18.979,58.136
888,154,3,19.957,19.591,59.871
888,807,3,20.716,20.364,62.147
888,813,2,28.264,20.331,56.527
888,814,2,21.015,20.547,42.03
888,815,2,20.432,20.432,40.865
888,817,3,19.998,19.846,59.994
888,818,1,23.147,23.147,23.147
888,819,3,22.358,21.388,67.073
888,820,4,20.67,19.953,82.679
888,821,3,20.282,19.816,60.845
888,822,2,39.746,33.796,79.491
888,823,3,21.14,20.545,63.419
888,824,2,20.606,20.371,41.211
890,1,3,21.81,21.454,65.43
890,3,3,22.166,21.854,66.497
890,4,3,21.867,21.599,65.601
890,8,2,21.902,21.643,43.804
890,13,3,22.126,21.612,66.377
890,17,3,22.044,21.762,66.133
890,18,2,22.301,22.107,44.603
890,20,3,21.624,21.343,64.872
890,154,4,20.806,16.453,83.225
890,807,3,20.474,16.512,61.421
890,813,3,22.926,21.88,68.779
890,814,3,22.835,22.723,68.504
890,815,2,22.522,22.323,45.045
890,817,2,23.014,21.996,46.029
890,818,3,22.928,22.282,68.783
890,819,2,22.458,22.45,44.915
890,820,3,22.627,22.301,67.881
890,821,1,22.425,22.425,22.425
890,822,2,22.318,22.023,44.635
890,823,3,22.805,22.384,68.415
890,824,3,22.47,22.159,67.41
891,1,2,23.039,22.682,46.079
891,3,2,23.308,22.893,46.616
891,4,2,22.538,22.444,45.075
891,8,1,23.744,23.744,23.744
891,13,2,22.753,22.634,45.506
891,16,2,23.491,23.327,46.982
891,17,2,23.24,23.004,46.481
891,18,2,22.891,22.465,45.782
891,20,2,22.784,22.685,45.569
891,154,1,23.445,23.445,23.445
891,807,2,23.776,23.334,47.553
891,813,3,31.06,27.059,93.181
891,814,2,23.508,23.475,47.015
891,815,2,19.988,17.378,39.975
891,817,2,23.008,22.871,46.015
891,818,2,24.304,24.07,48.609
891,820,3,21.785,17.427,65.356
891,821,3,20.969,17.433,62.906
891,822,2,23.476,23.411,46.951
891,823,2,24.483,23.998,48.966
891,824,2,24.022,23.961,48.044
892,1,2,24.388,24.315,48.775
892,3,1,24.079,24.079,24.079
892,4,1,24.208,24.208,24.208
892,8,2,27.87,24.764,55.739
892,13,1,24.692,24.692,24.692
892,16,1,26.873,26.873,26.873
892,17,1,24.205,24.205,24.205
892,18,1,24.45,24.45,24.45
892,20,1,24.305,24.305,24.305
892,154,1,27.04,27.04,27.04
892,807,1,25.633,25.633,25.633
892,813,1,25.397,25.397,25.397
892,815,1,25.933,25.933,25.933
892,817,1,24.319,24.319,24.319
892,819,2,25.966,25.569,51.932
892,820,1,26.146,26.146,26.146
892,821,1,24.668,24.668,24.668
892,822,1,24.665,24.665,24.665
892,823,2,29.751,26.302,59.502
892,824,1,25.541,25.541,25.541
893,1,2,29.559,29.032,59.117
893,3,2,29.414,29.212,58.828
893,4,2,29.306,29.176,58.612
893,8,2,31.241,29.469,62.482
893,13,3,29.25,29.04,87.749
893,16,3,30.358,29.678,91.074
893,17,2,28.97,28.909,57.94
893,18,2,29.684,29.284,59.369
893,20,2,28.86,28.787,57.721
893,154,2,29.998,29.702,59.995
893,807,2,30.082,29.91,60.163
893,813,3,30.195,29.966,90.585
893,814,2,29.722,29.667,59.444
893,815,2,29.053,28.709,58.105
893,817,1,32.097,32.097,32.097
893,818,3,30.15,29.736,90.449
893,819,3,31.798,31.546,95.395
893,820,3,30.452,29.687,91.357
893,821,2,30.535,29.364,61.07
893,822,3,32.139,30.79,96.418
893,823,3,32.667,30.141,98.002
893,824,4,30.265,29.421,121.06
894,1,2,22.26,22.251,44.521
894,3,2,32.922,23.412,65.844
894,4,2,22.508,22.208,45.015
894,8,2,23.08,22.924,46.16
894,13,2,22.438,22.401,44.875
894,16,3,23.988,18.979,71.963
894,17,3,22.932,22.587,68.795
894,18,2,26.447,25.946,52.894
894,20,2,22.798,22.662,45.597
894,154,2,22.643,22.519,45.286
894,807,2,23.883,23.654,47.766
894,813,2,23.556,23.47,47.112
894,814,2,23.834,23.814,47.668
894,815,2,30.897,22.901,61.794
894,817,2,23.543,23.194,47.086
894,818,3,24.113,23.845,72.338
894,819,2,24.343,24.32,48.686
894,820,2,25.03,23.761,50.06
894,821,2,23.252,23.096,46.504
894,822,2,24.076,23.912,48.152
894,823,3,22.016,17.513,66.048
894,824,2,23.456,23.097,46.911
895,1,1,25.297,25.297,25.297
895,3,4,21.485,17.806,85.94
895,4,2,22.742,22.645,45.484
895,8,2,23.301,23.29,46.603
895,13,3,21.213,17.822,63.639
895,16,2,23.644,23.484,47.287
895,17,3,23.162,22.774,69.485
895,18,3,24.277,23.105,72.83
895,20,2,22.894,22.873,45.789
895,154,2,23.184,23.086,46.368
895,807,2,23.607,23.383,47.214
895,813,2,23.863,23.524,47.726
895,814,2,23.667,23.476,47.334
895,815,3,26.572,25.585,79.715
895,817,3,22.196,17.801,66.587
895,818,3,24.926,24.087,74.779
895,819,3,22.232,17.935,66.696
895,820,2,24.01,23.648,48.021
895,821,2,23.536,23.184,47.071
895,822,2,23.452,23.421,46.904
896,1,2,23.56,23.546,47.12
896,3,2,23.79,23.685,47.58
896,4,3,25.82,23.595,77.461
896,8,2,25.565,24.141,51.13
896,13,2,23.456,23.332,46.911
896,16,1,23.891,23.891,23.891
896,17,2,23.473,23.459,46.946
896,18,3,24.015,23.517,72.045
896,20,2,23.784,23.568,47.568
896,154,1,23.648,23.648,23.648
896,807,3,25.996,24.096,77.987
896,813,2,25.921,25.53,51.842
896,814,2,23.843,23.662,47.686
896,815,2,24.226,23.541,48.451
896,817,2,25.04,24.471,50.079
896,818,2,24.18,24.128,48.36
896,819,2,28.026,26.97,56.052
896,820,2,24.601,24.445,49.202
896,821,3,22.833,18.423,68.498
896,822,2,26.764,25.909,53.528
896,824,2,29.66,25.383,59.32
897,1,2,21.49,21.372,42.981
897,3,2,21.643,21.633,43.286
897,4,2,21.492,21.453,42.983
897,13,2,21.9,21.485,43.8
897,16,1,22.048,22.048,22.048
897,17,2,21.543,21.175,43.086
897,18,2,24.346,21.516,48.692
897,20,2,21.786,21.298,43.573
897,154,2,21.956,21.627,43.913
897,807,3,20.458,16.147,61.373
897,813,2,23.148,22.886,46.296
897,814,1,22.27,22.27,22.27
897,815,2,21.437,21.37,42.873
897,817,2,22.57,22.194,45.14
897,818,2,22.769,21.93,45.538
897,819,2,23.252,22.498,46.503
897,820,2,23.146,22.802,46.292
897,821,2,22.377,22.07,44.755
897,822,2,25.02,23.361,50.041
897,823,2,22.56,22.286,45.12
897,824,2,23.82,23.576,47.64
898,1,1,23.904,23.904,23.904
898,3,1,23.806,23.806,23.806
898,4,1,23.817,23.817,23.817
898,5,2,30.828,25.323,61.656
898,13,2,24.026,23.936,48.052
898,17,1,23.537,23.537,23.537
898,18,1,24.589,24.589,24.589
898,20,1,24.086,24.086,24.086
898,154,1,23.876,23.876,23.876
898,807,1,24.03,24.03,24.03
898,813,1,32.794,32.794,32.794
898,814,2,24.679,24.444,49.358
898,815,1,23.808,23.808,23.808
898,817,1,24.226,24.226,24.226
898,818,1,24.381,24.381,24.381
898,819,2,23.13,18.692,46.26
898,820,2,21.515,18.737,43.03
898,821,2,24.943,24.859,49.886
898,822,1,25.014,25.014,25.014
898,823,1,25.268,25.268,25.268
898,824,1,26.205,26.205,26.205
899,1,3,21.488,17.385,64.463
899,3,2,23.04,22.753,46.081
899,4,2,22.743,22.732,45.487
899,5,2,22.832,22.646,45.665
899,13,3,20.788,17.367,62.364
899,16,3,23.381,22.981,70.143
899,17,2,25.865,25.012,51.73
899,18,2,23.267,22.746,46.534
899,20,2,27.705,22.51,55.409
899,807,2,23.562,23.237,47.124
899,813,2,25.167,23.6,50.334
899,814,2,23.283,23.237,46.567
899,815,2,22.494,22.397,44.988
899,817,2,23.03,22.721,46.061
899,818,3,23.696,23.451,71.089
899,819,1,24.099,24.099,24.099
899,820,3,23.91,23.222,71.731
899,821,2,23.498,23.138,46.995
899,822,2,23.931,23.695,47.861
899,823,3,22.726,17.339,68.178
899,824,2,24.03,23.403,48.06
900,3,2,24.002,23.673,48.004
900,4,2,22.432,21.978,44.865
900,8,2,23.684,21.825,47.368
900,16,1,24.305,24.305,24.305
900,18,2,22.405,22.399,44.81
900,154,2,19.76,17.255,39.519
900,807,2,22.774,22.615,45.548
900,813,1,22.847,22.847,22.847
900,815,3,23.521,22.497,70.564
900,817,2,22.71,22.427,45.421
900,818,2,23.051,22.978,46.102
900,820,2,23.851,23.493,47.702
900,821,2,28.227,23.797,56.454
900,822,2,29.019,23.117,58.038
900,824,2,23.239,22.656,46.477
900,825,2,22.712,22.273,45.423
900,826,2,27.217,23.92,54.434
900,828,1,23.238,23.238,23.238
901,1,3,24.795,24.484,74.384
901,3,3,24.888,24.654,74.664
901,4,3,24.443,24.222,73.329
901,8,3,25.021,24.246,75.062
901,13,3,24.58,24.526,73.74
901,16,2,25.746,25.493,51.491
901,18,3,24.798,24.524,74.393
901,20,3,24.782,24.432,74.346
901,154,3,25.459,25.046,76.377
901,155,2,26.814,26.505,53.629
901,807,2,25.112,24.887,50.223
901,817,4,29.665,24.709,118.661
901,818,2,36.114,26.598,72.227
901,820,3,27.559,25.639,82.677
901,821,2,27.873,26.325,55.745
901,822,3,24.827,24.498,74.482
901,824,1,52.836,52.836,52.836
901,825,3,30.731,24.415,92.192
901,826,3,25.957,25.109,77.871
901,828,3,27.528,26.03,82.585
902,1,2,24.916,24.687,49.833
902,3,2,24.879,24.851,49.758
902,4,3,24.946,24.493,74.839
902,8,3,24.959,24.453,74.877
902,13,3,25.0,24.528,74.999
902,16,2,33.02,25.293,66.04
902,18,2,24.86,24.476,49.721
902,20,2,25.575,24.964,51.15
902,154,3,25.306,25.032,75.917
902,155,2,26.876,26.628,53.752
902,807,2,24.598,24.44,49.197
902,813,4,29.74,25.395,118.958
902,815,2,24.717,24.697,49.434
902,817,2,24.761,24.706,49.522
902,818,2,29.896,25.897,59.792
902,820,3,26.357,25.858,79.072
902,821,2,25.588,25.543,51.176
902,822,3,25.363,25.04,76.088
902,824,5,25.145,18.989,125.723
902,825,3,24.914,24.559,74.742
902,826,3,25.583,25.34,76.749
902,828,2,25.593,25.367,51.186
903,1,2,23.484,22.968,46.967
903,3,2,23.183,23.089,46.366
903,4,2,22.862,22.776,45.723
903,8,2,23.142,22.994,46.285
903,13,1,23.83,23.83,23.83
903,18,2,22.478,22.408,44.956
903,20,2,22.408,22.246,44.816
903,154,1,23.213,23.213,23.213
903,155,3,25.002,24.722,75.007
903,807,2,23.101,22.764,46.202
903,813,2,23.516,23.022,47.032
903,815,2,23.275,22.914,46.55
903,817,2,22.842,22.498,45.684
903,818,2,24.268,24.119,48.536
903,820,3,23.848,23.781,71.545
903,821,3,22.991,22.734,68.974
903,822,2,24.21,23.639,48.419
903,824,2,24.552,24.32,49.104
903,825,2,23.124,22.579,46.249
903,826,2,23.574,23.521,47.149
903,828,3,23.792,23.677,71.376
904,1,2,23.27,22.951,46.541
904,3,2,22.282,22.254,44.563
904,4,3,21.883,21.664,65.648
904,8,2,22.392,22.056,44.783
904,13,3,22.525,22.304,67.575
904,16,2,25.696,23.378,51.391
904,18,2,23.109,21.81,46.218
904,20,3,21.727,21.599,65.181
904,154,2,22.102,22.078,44.204
904,155,1,22.789,22.789,22.789
904,807,2,22.54,22.355,45.079
904,813,2,24.938,22.024,49.875
904,815,2,22.324,22.282,44.649
904,817,2,21.9,21.83,43.799
904,818,1,22.976,22.976,22.976
904,820,3,23.718,23.232,71.155
904,821,3,23.623,23.025,70.868
904,822,2,22.763,22.701,45.525
904,824,2,22.748,22.568,45.496
904,825,2,21.831,21.768,43.662
904,826,3,22.843,22.703,68.528
904,828,2,24.881,23.091,49.762
905,1,1,27.509,27.509,27.509
905,3,1,24.672,24.672,24.672
905,4,1,26.499,26.499,26.499
905,8,3,27.621,25.282,82.862
905,13,1,24.264,24.264,24.264
905,16,1,33.207,33.207,33.207
905,18,1,25.992,25.992,25.992
905,154,2,25.67,25.029,51.341
905,155,2,25.268,25.116,50.537
905,807,1,25.714,25.714,25.714
905,817,1,26.584,26.584,26.584
905,818,2,22.414,19.385,44.829
905,820,3,32.188,26.137,96.563
905,821,1,25.906,25.906,25.906
905,822,1,25.595,25.595,25.595
905,824,1,32.658,32.658,32.658
905,825,1,28.943,28.943,28.943
905,828,2,26.838,25.585,53.676
906,1,2,23.986,23.554,47.971
906,3,2,24.492,23.882,48.984
906,4,2,23.861,23.79,47.722
906,8,2,24.073,23.925,48.146
906,13,2,25.98,24.012,51.961
906,16,2,23.886,23.703,47.771
906,18,2,24.272,23.493,48.543
906,20,2,23.622,23.34,47.244
906,154,2,23.9,23.856,47.799
906,807,1,23.902,23.902,23.902
906,815,1,23.907,23.907,23.907
906,817,2,23.44,23.274,46.88
906,818,2,24.204,23.975,48.408
906,821,3,24.514,24.37,73.541
906,822,2,23.97,23.448,47.939
906,825,2,23.693,23.479,47.386
906,826,2,25.466,25.235,50.933
907,1,2,22.39,22.226,44.781
907,3,2,21.569,21.474,43.138
907,4,2,21.255,21.234,42.51
907,8,2,21.766,21.618,43.532
907,13,2,21.996,21.896,43.992
907,16,2,22.705,22.449,45.409
907,18,2,21.374,21.242,42.747
907,20,2,25.612,21.381,51.225
907,154,2,23.048,21.884,46.096
907,155,1,22.48,22.48,22.48
907,807,2,22.083,21.92,44.166
907,813,2,22.978,22.612,45.955
907,815,2,22.865,21.96,45.73
907,817,2,21.432,21.398,42.865
907,818,2,22.303,22.232,44.606
907,820,1,22.977,22.977,22.977
907,821,3,35.606,22.53,106.819
907,822,2,21.67,21.133,43.341
907,824,1,24.452,24.452,24.452
907,825,2,21.776,21.67,43.552
907,826,1,21.906,21.906,21.906
907,828,2,24.178,23.177,48.355
908,1,2,29.485,29.291,58.97
908,3,1,28.329,28.329,28.329
908,4,1,34.41,34.41,34.41
908,16,1,29.956,29.956,29.956
908,18,1,28.645,28.645,28.645
908,20,2,28.672,28.558,57.345
908,154,1,29.71,29.71,29.71
908,155,2,29.524,29.507,59.047
908,807,1,29.579,29.579,29.579
908,813,1,28.831,28.831,28.831
908,815,1,29.599,29.599,29.599
908,817,1,28.483,28.483,28.483
908,818,1,30.218,30.218,30.218
908,820,2,26.446,23.154,52.891
908,822,1,29.104,29.104,29.104
908,824,1,30.353,30.353,30.353
908,825,1,28.745,28.745,28.745
908,826,2,28.638,28.575,57.275
909,1,3,19.832,19.71,59.496
909,3,2,20.156,20.055,40.312
909,4,3,19.171,19.032,57.514
909,8,3,19.781,19.737,59.344
909,16,3,20.031,19.638,60.093
909,18,3,20.247,18.916,60.741
909,20,3,19.182,18.879,57.547
909,154,1,18.928,18.928,18.928
909,155,3,20.19,20.092,60.571
909,807,2,19.539,19.514,39.078
909,813,2,19.112,19.099,38.225
909,815,3,20.526,19.843,61.577
909,817,3,19.092,18.868,57.276
909,818,3,22.472,20.274,67.416
909,820,3,21.812,20.632,65.435
909,821,3,21.362,19.779,64.086
909,822,2,20.16,20.115,40.321
909,824,2,20.303,20.031,40.606
909,825,3,21.474,19.135,64.421
909,826,2,20.282,20.251,40.564
909,828,3,22.603,19.89,67.808
910,1,2,23.582,23.364,47.164
910,3,3,22.897,22.001,68.692
910,4,2,21.944,21.634,43.887
910,8,2,22.684,22.154,45.368
910,13,3,22.413,22.111,67.24
910,16,2,27.228,22.5,54.456
910,18,3,23.918,22.211,71.755
910,20,2,21.889,21.608,43.778
910,154,1,23.979,23.979,23.979
910,155,1,34.086,34.086,34.086
910,807,1,24.04,24.04,24.04
910,813,3,25.601,21.818,76.802
910,815,1,25.535,25.535,25.535
910,817,3,22.74,22.205,68.219
910,818,2,23.466,23.123,46.932
910,820,2,23.928,23.232,47.857
910,821,1,24.05,24.05,24.05
910,822,3,23.535,22.518,70.604
910,824,3,24.207,22.892,72.622
910,825,2,22.679,21.812,45.358
910,826,2,22.812,22.202,45.625
911,1,3,24.468,23.066,73.403
911,3,3,25.442,22.936,76.325
911,4,2,25.947,22.974,51.894
911,8,2,22.838,22.819,45.677
911,13,3,23.751,23.224,71.252
911,16,3,23.755,23.732,71.266
911,18,2,22.694,22.588,45.388
911,20,3,22.907,22.731,68.721
911,154,3,25.554,22.838,76.663
911,807,2,23.832,23.823,47.664
911,815,2,23.54,22.977,47.081
911,817,2,22.794,22.675,45.588
911,818,2,23.386,23.202,46.773
911,820,2,24.304,23.734,48.607
911,821,2,23.078,22.898,46.157
911,822,2,22.972,22.769,45.945
911,824,2,24.64,23.918,49.28
911,825,2,22.764,22.414,45.529
911,826,2,24.259,24.082,48.518
911,828,2,24.148,24.083,48.296
912,1,1,24.453,24.453,24.453
912,3,1,24.583,24.583,24.583
912,4,1,24.913,24.913,24.913
912,8,1,24.547,24.547,24.547
912,13,1,24.323,24.323,24.323
912,16,1,26.864,26.864,26.864
912,18,1,24.669,24.669,24.669
912,20,1,25.176,25.176,25.176
912,154,1,25.098,25.098,25.098
912,155,1,25.277,25.277,25.277
912,807,1,25.547,25.547,25.547
912,813,1,24.223,24.223,24.223
912,815,1,24.938,24.938,24.938
912,817,1,24.388,24.388,24.388
912,818,1,25.046,25.046,25.046
912,821,3,26.306,25.693,78.918
912,822,1,24.991,24.991,24.991
912,824,1,26.641,26.641,26.641
912,825,1,24.214,24.214,24.214
912,826,1,24.651,24.651,24.651
912,828,1,28.685,28.685,28.685
913,1,3,29.915,29.284,89.746
913,4,3,28.904,28.81,86.713
913,8,3,29.687,29.164,89.06
